Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(192) Rhône-Alpes,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.67,18.63,4.58,88471,1.02,68516,3714.71,2542,86613,14727,464.28,1118,2859,2797,1876,245.2,5364,43913,23740,14185.97,9783
2019,EU27_2020,(192) Rhône-Alpes,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,3.83,38.4,2.72,210572,1.09,188729,5107.89,2187,193004,29257,663.17,1543,8106,10775,5039,269.66,9884,130602,96173,25108.3,16474
2019,EU27_2020,(192) Rhône-Alpes,(4) Other permanent crops,(6) >= 500 000 EUR,13.2,65.88,0,589476,0.98,452962,7179.42,0,601937,66552,981.63,4819,21005,28409,10436,-,19049,378134,311730,23618.17,52755
2019,EU27_2020,(192) Rhône-Alpes,(5) Milk,(3) 25 000 - < 50 000 EUR,1,36.03,21.9,26792,0.85,0,0,26788,31369,9602,11.33,0,408,0,0,419.79,2142,18829,16306,16306.11,20546
2019,EU27_2020,(192) Rhône-Alpes,(5) Milk,(4) 50 000 - < 100 000 EUR,1.24,57.05,44.48,93586,0.89,4808,84.27,88264,105165,34378,78.9,1261,2594,645,0,598.26,5978,53440,25927,20860.48,31835
2019,EU27_2020,(192) Rhône-Alpes,(5) Milk,(5) 100 000 - < 500 000 EUR,2.35,111.7,111.22,260704,0.98,17787,159.32,237643,266450,93466,144.68,5545,8083,2515,17,603.48,16341,126553,72152,30644.76,57141
2019,EU27_2020,(192) Rhône-Alpes,(5) Milk,(6) >= 500 000 EUR,4.77,307.06,273,826569,1.08,193800,631.15,606417,766794,278856,188.07,17401,19717,13178,7454,803.79,44712,404739,230206,48303.83,94957
2019,EU27_2020,(192) Rhône-Alpes,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.15,56.25,36.73,56343,0.88,2248,39.96,52980,64135,26265,49.16,534,2017,215,0,340.53,4041,34444,25056,21708.49,29787
2019,EU27_2020,(192) Rhône-Alpes,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.27,100.01,78.83,75485,0.66,7606,76.06,59627,114281,33664,62.96,2155,3116,1022,4,280.85,7689,41870,15548,12268.37,47277
2019,EU27_2020,(192) Rhône-Alpes,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.3,170.49,176.17,197548,0.81,17333,101.71,171866,244746,82235,99.04,3901,10077,2830,76,322.3,14642,104471,54191,23600.81,78647
2019,EU27_2020,(192) Rhône-Alpes,(6) Other grazing livestock,(6) >= 500 000 EUR,9.74,201.39,286.95,1169292,1.2,17764,88.21,1150886,977096,486959,147.71,5431,12554,952,10811,745.35,39066,513082,421519,43284.53,89724
2019,EU27_2020,(192) Rhône-Alpes,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.7,4.93,38.82,124306,1.32,0,0,122511,94283,47286,0,0,0,0,0,1217.2,4795,44356,31950,18820.2,0
2019,EU27_2020,(192) Rhône-Alpes,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.5,20.6,39.13,174474,1.16,6408,311.07,167679,150534,38248,142.38,694,2026,213,0,902.48,5676,63928,52078,34718.75,7832
2019,EU27_2020,(192) Rhône-Alpes,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.28,42.35,239.24,176142,1.01,21996,522.35,146831,174275,78817,186.68,2210,3659,2036,0,288.26,11853,64512,32568,25392.2,20548
2019,EU27_2020,(192) Rhône-Alpes,(7) Granivores,(6) >= 500 000 EUR,3.5,116.29,1226.48,906274,1.09,133735,1180.66,738218,829511,407775,372.11,12427,15682,15164,0,295.16,43406,313346,199665,57018.14,31408
2019,EU27_2020,(192) Rhône-Alpes,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.36,32.67,16.41,102809,1.11,42500,1318.38,50474,92214,24054,303.55,2456,4939,2521,0,803.45,5770,47743,29322,21615.06,12363
2019,EU27_2020,(192) Rhône-Alpes,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.37,95.51,48.86,90535,0.76,39530,415.42,41743,118357,23894,140.2,3589,7151,2643,6,200.77,11269,49050,24691,18043.14,41876
2019,EU27_2020,(192) Rhône-Alpes,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.58,108.24,120.46,281954,1.02,69771,646.86,197644,276322,76725,242.37,6976,11807,7019,434,354.06,16896,130100,82104,31784.89,45422
2019,EU27_2020,(192) Rhône-Alpes,(8) Mixed,(6) >= 500 000 EUR,2.72,211.06,556.67,378344,1.03,246953,1195.18,116936,368211,108698,368.49,19467,31320,26789,197,52.63,33166,179706,110274,40485.91,45982
2019,EU27_2020,(184) Limousin,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.1,69.93,0,8695,0.27,8468,239.89,0,32690,11950,170.89,3433,7656,861,0,-,3528,-8468,-10345,-103449.1,15270
2019,EU27_2020,(184) Limousin,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1,73.75,0,49304,0.68,49296,735.76,0,72158,26507,359.42,3665,9659,13183,0,-,4130,11112,3495,3495,15921
2019,EU27_2020,(184) Limousin,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.03,48.58,0,125147,0.9,114886,2364.88,0,139759,15881,326.9,698,7537,7646,0,-,9916,65422,12558,12214.28,16739
2019,EU27_2020,(184) Limousin,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.18,0.3,0,50583,1.2,50583,168609.3,0,42119,25410,84700,19280,3401,443,2286,-,1421,15774,11724,9923.5,0
2019,EU27_2020,(184) Limousin,(2) Horticulture,(5) 100 000 - < 500 000 EUR,3.65,6.57,0,164981,1.4,163172,24842.93,0,118148,16958,2581.86,8350,5644,1037,1927,-,19911,103326,85586,23424.02,0
2019,EU27_2020,(184) Limousin,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.07,12.11,0,49566,0.99,45719,3776.09,0,50212,9764,710.72,0,5832,1372,1401,-,3649,20253,7529,7044.78,5213
2019,EU27_2020,(184) Limousin,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,4.27,22.6,6.95,224484,1.14,214262,9498.34,7995,197561,28942,1151.97,490,4417,20751,375,404.12,6737,147850,116993,27419.48,17437
2019,EU27_2020,(184) Limousin,(4) Other permanent crops,(6) >= 500 000 EUR,8,111.85,55.01,397710,1.04,358563,3205.75,37240,381340,63909,481.72,3221,16362,34297,0,181.24,11496,295613,212507,26572.61,41492
2019,EU27_2020,(184) Limousin,(5) Milk,(4) 50 000 - < 100 000 EUR,2.56,60.98,56.5,80156,1.16,2788,45.71,77093,68853,28659,107.87,669,5480,429,0,390.81,4330,58743,57495,22459.03,31314
2019,EU27_2020,(184) Limousin,(5) Milk,(5) 100 000 - < 500 000 EUR,1.74,103.42,114.24,183966,0.96,10552,102.03,172511,190904,77262,155.66,5898,7414,2766,21,535.37,13707,79730,48831,28060.82,42482
2019,EU27_2020,(184) Limousin,(5) Milk,(6) >= 500 000 EUR,5.09,355.36,392.92,838551,1.18,110208,310.13,725996,712310,270072,253.17,27907,46842,15218,0,458.38,41300,458558,333167,65455.26,110368
2019,EU27_2020,(184) Limousin,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.02,50.64,47.66,31357,0.63,2418,47.74,27635,49880,16275,69.11,537,2709,253,0,268.08,3630,24310,12478,12259.2,28833
2019,EU27_2020,(184) Limousin,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.35,99.93,91.74,68387,0.72,6906,69.13,60057,94700,32106,76.57,1571,5114,956,11,264.4,6586,47134,27236,20125.58,46908
2019,EU27_2020,(184) Limousin,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.03,171.33,182.5,151148,0.79,21971,128.24,124865,191184,67255,120.39,4451,12543,3632,2,254.38,13247,92126,54202,26635.82,75854
2019,EU27_2020,(184) Limousin,(6) Other grazing livestock,(6) >= 500 000 EUR,4,326.97,469.81,445674,0.95,39042,119.41,393524,469704,176489,161.21,9511,36298,6902,0,263.12,32330,256752,171108,42776.92,156178
2019,EU27_2020,(184) Limousin,(7) Granivores,(4) 50 000 - < 100 000 EUR,4.26,8.26,63,225505,1.14,5780,699.76,148046,197012,48262,0,0,0,0,0,327.9,11190,112048,92999,21847.1,0
2019,EU27_2020,(184) Limousin,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.58,68.97,270.45,229957,0.92,6605,95.76,221769,251029,137058,39.97,749,1016,992,0,496.59,15756,70946,30398,19296.8,31379
2019,EU27_2020,(184) Limousin,(7) Granivores,(6) >= 500 000 EUR,3.17,94.47,961.72,909498,1.06,37603,398.04,868525,859620,533449,250.92,6535,9551,7619,0,530.04,36633,256292,183512,57951.2,28072
2019,EU27_2020,(184) Limousin,(8) Mixed,(4) 50 000 - < 100 000 EUR,2,94.76,58.97,81343,0.63,26042,274.84,54718,129895,32222,194.4,4967,6983,6472,0,234.03,9397,44050,25578,12789.04,46232
2019,EU27_2020,(184) Limousin,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.4,136.33,167.21,209131,0.89,61898,454.02,144718,236039,97026,155.58,4090,10728,6351,43,453.23,13304,96752,65252,27147.66,57033
2019,EU27_2020,(184) Limousin,(8) Mixed,(6) >= 500 000 EUR,5.09,218.6,850.2,521644,1.15,47202,215.93,470190,452820,184053,210.18,8486,26035,11424,0,162.44,36173,290256,209043,41070.88,109504
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,0.19,11.48,0,6173,1.14,5917,595.9,0,5428,1478,128.76,429,415,624,10,-,1172,4305,3616,18909.21,2890
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.53,30.28,0.92,17329,1.25,15728,557.12,1387,13840,5252,152.56,1665,1484,1316,155,679.66,2076,12598,12029,22895.84,7988
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.9,54.38,0.14,38237,1.2,38166,764.93,31,31819,14327,261.53,4220,5281,4388,333,748.3,7680,25723,24168,26857.04,16361
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.83,121.32,2.37,82189,1.43,80048,698.36,1299,57322,21231,166.49,6328,7994,5805,72,436.1,13853,76056,69931,38249.27,38961
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,4.06,260.17,8.02,238203,1.12,232754,928.34,4143,213376,82105,300.22,18108,33225,26214,560,498.23,32371,153090,134053,32997.7,74725
2019,EU27_2020,(764) Észak-Magyarország,(1) Fieldcrops,(6) >= 500 000 EUR,20.87,1090.75,0,1150281,0.99,1006988,932.69,0,1161703,413303,300.11,83217,135090,108869,164,-,125468,760597,658410,31543.98,283589
2019,EU27_2020,(764) Észak-Magyarország,(2) Horticulture,(1) 2 000 - < 8 000 EUR,0.79,0.04,0,13695,1.94,13695,342376.27,0,7067,1346,33661.24,529,0,476,341,-,676,7461,6628,8423.65,0
2019,EU27_2020,(764) Észak-Magyarország,(2) Horticulture,(2) 8 000 - < 25 000 EUR,0.73,4.45,0,15058,1.39,15058,3384.89,0,10819,6853,1540.35,4584,875,966,428,-,1902,6761,6751,9293.36,1614
2019,EU27_2020,(764) Észak-Magyarország,(2) Horticulture,(4) 50 000 - < 100 000 EUR,2.74,36.7,0,157974,3.01,157974,4304.47,0,52547,24630,671.11,16362,2170,2366,3732,-,5838,148398,142659,52125.81,19711
2019,EU27_2020,(764) Észak-Magyarország,(3) Wine,(1) 2 000 - < 8 000 EUR,0.51,3.26,0,8312,1.31,8312,2545.65,0,6359,1525,467,0,0,1444,81,-,928,6496,4604,9032.67,1353
2019,EU27_2020,(764) Észak-Magyarország,(3) Wine,(2) 8 000 - < 25 000 EUR,0.87,8.4,0,6772,0.9,6772,806.22,0,7519,2724,324.24,0,46,2616,61,-,1359,8364,8142,9349.04,7703
2019,EU27_2020,(764) Észak-Magyarország,(3) Wine,(3) 25 000 - < 50 000 EUR,2.08,23.78,1.15,28508,0.87,27354,1413.29,1154,32623,9281,366.78,337,472,7732,181,484.8,2887,19367,9499,4577.44,6947
2019,EU27_2020,(764) Észak-Magyarország,(3) Wine,(4) 50 000 - < 100 000 EUR,3.97,30.85,0,65242,1.08,65242,2161.54,0,60431,10308,334.15,49,300,9372,587,-,6900,56315,39878,10054.08,18304
2019,EU27_2020,(764) Észak-Magyarország,(3) Wine,(5) 100 000 - < 500 000 EUR,37.44,69.14,0,2535809,1.96,2471873,35751.7,0,1290868,249417,3607.43,0,0,24324,225094,-,61165,2017003,1775169,47408.24,59540
2019,EU27_2020,(764) Észak-Magyarország,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,0.09,3.07,0,8915,3.73,8915,2903.86,0,2392,175,57.08,0,0,175,0,-,590,10285,9338,108079.72,1997
2019,EU27_2020,(764) Észak-Magyarország,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.5,5.73,0,8765,1.5,8765,1530.28,0,5831,966,168.73,24,164,773,6,-,777,8803,6977,13863.42,2845
2019,EU27_2020,(764) Észak-Magyarország,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,0.8,13.73,0,14436,1.12,14252,1110.81,0,12847,1686,122.8,129,169,1388,0,-,1236,15886,11922,14846.29,7090
2019,EU27_2020,(764) Észak-Magyarország,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,2.19,21.01,0,32298,1.25,31274,1488.28,0,25884,8148,387.77,0,453,7695,0,-,4822,31667,27080,12360.39,15405
2019,EU27_2020,(764) Észak-Magyarország,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,3.87,100.33,0,138977,1.39,138977,1409.53,0,100011,24902,248.2,2853,2610,19434,5,-,14104,165335,150108,38751.53,80695
2019,EU27_2020,(764) Észak-Magyarország,(5) Milk,(1) 2 000 - < 8 000 EUR,0.62,8.15,3.65,7476,1.54,717,96.94,6605,4867,2214,0,0,0,0,0,607.51,1013,5725,5398,8700.15,2937
2019,EU27_2020,(764) Észak-Magyarország,(5) Milk,(2) 8 000 - < 25 000 EUR,1.25,18.8,7.54,26270,1.7,9761,519.18,16509,15476,6674,85.52,666,824,80,38,672.15,4765,17736,17476,14031.24,7219
2019,EU27_2020,(764) Észak-Magyarország,(5) Milk,(3) 25 000 - < 50 000 EUR,3,7.7,26.13,72226,3.12,3938,511.42,68288,23114,13169,79.85,295,197,123,0,480.48,1721,58179,58075,19358.26,8597
2019,EU27_2020,(764) Észak-Magyarország,(5) Milk,(5) 100 000 - < 500 000 EUR,3.43,156.92,94.49,182555,1.56,45558,302.86,136997,117085,66606,66.31,4380,2298,3551,178,594.77,13651,157965,148959,43407.49,71904
2019,EU27_2020,(764) Észak-Magyarország,(5) Milk,(6) >= 500 000 EUR,103.9,3022,1438.56,6240260,1.14,2489632,848.26,3677400,5472852,1795534,216.71,166637,282041,206225,0,792.9,502164,5098145,4300297,41388.81,1632638
2019,EU27_2020,(764) Észak-Magyarország,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,0.65,10.08,8.88,5681,0.64,3464,343.62,2217,8831,4134,0,0,0,0,0,465.53,1436,6293,5737,8825.78,9729
2019,EU27_2020,(764) Észak-Magyarország,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.18,45.8,16.13,9451,0.62,4677,102.13,4774,15167,7787,7.72,99,184,69,2,460.9,1018,12442,11654,9859.51,15946
2019,EU27_2020,(764) Észak-Magyarország,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.54,154.24,40.73,40458,0.85,28088,185.69,12370,47498,17515,16.26,774,583,109,1043,368.42,8350,74919,68648,44511.21,68623
2019,EU27_2020,(764) Észak-Magyarország,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,2.5,245,150.96,150552,1.65,44507,181.66,106044,91090,55213,4.08,0,0,0,999,359.12,12106,197363,191686,76674.59,121710
2019,EU27_2020,(764) Észak-Magyarország,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3.77,277.38,177.88,219487,1.25,124482,449.31,95005,175340,89881,59.61,5396,5191,5121,826,412.34,34980,181630,176114,46739,105854
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(1) 2 000 - < 8 000 EUR,0.46,3.4,5.15,9707,0.96,558,367.3,5946,10106,4464,532.63,772,584,457,0,514.73,2356,1520,143,308.22,575
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(2) 8 000 - < 25 000 EUR,0.79,3.24,10.81,19049,1.13,959,295.9,18090,16846,11178,23.4,37,17,20,2,1027.16,2085,3390,2911,3683.99,874
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.01,1.51,26.31,32804,1.22,1453,961.08,31351,26828,20795,296.96,138,190,121,0,773.33,1193,11921,10810,10698.16,4487
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.91,2.65,46.04,124631,1.06,115,43.5,124516,117102,87239,11.6,0,0,0,31,1894.28,12321,19579,14159,7399.05,610
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(5) 100 000 - < 500 000 EUR,3.3,0,155.13,265839,1.01,0,-,265839,264178,230390,-,0,0,0,0,1485.19,11528,25163,21087,6395.56,6282
2019,EU27_2020,(764) Észak-Magyarország,(7) Granivores,(6) >= 500 000 EUR,9.74,37.04,1652.21,1684009,1.4,30175,862.15,1653834,1206906,920919,241.59,2419,4777,1752,0,551.97,58915,876004,804203,82597.57,228589
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(1) 2 000 - < 8 000 EUR,0.58,5.58,1.97,8128,1.38,2265,415.12,5388,5878,2923,87.59,208,151,110,19,943.52,1240,4099,3579,6218.43,1785
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.59,19.7,9.18,17832,1.12,10364,528.96,7468,15972,7762,137.5,1038,1041,607,23,512.8,2752,8285,7212,12231.74,5400
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.3,60.75,18.59,41898,1.11,26521,439.39,15377,37596,17967,81.03,1861,1786,1230,46,596.35,5023,35227,31494,24274.21,24674
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(4) 50 000 - < 100 000 EUR,3.04,121.41,36.38,73694,0.96,47134,406.17,26560,76395,34877,116.23,4211,4108,5602,190,570.76,15012,59333,55960,18429.96,44278
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(5) 100 000 - < 500 000 EUR,7.76,355.28,133.73,324432,1.26,211367,594.94,113065,258330,128122,191.45,22499,28270,15864,1386,449.45,44319,240817,233576,30092.66,107275
2019,EU27_2020,(764) Észak-Magyarország,(8) Mixed,(6) >= 500 000 EUR,39.23,1302.96,767.75,3464198,0.98,1224626,939.88,648842,3537359,1655193,284.83,77191,156978,135344,1609,648.41,311936,1570272,1358532,34633.74,490635
2019,EU27_2020,(222) Piemonte,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.85,9.11,0.04,16870,1.26,14689,1611.71,84,13395,3943,406.81,1138,1458,762,349,1902.41,1731,11952,8375,9868.57,4282
2019,EU27_2020,(222) Piemonte,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.2,16.75,0.24,36207,1.35,31614,1886.9,284,26776,10528,516.47,2607,3001,1884,1162,240.97,4182,22261,18297,15285.56,6976
2019,EU27_2020,(222) Piemonte,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.3,34.29,0.38,67088,1.32,65433,1908.09,232,50913,21682,619.25,5035,7395,5585,3220,636.92,7426,42171,37642,28868.01,16091
2019,EU27_2020,(222) Piemonte,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.88,86.98,4.56,211411,1.34,205930,2372.91,3071,158164,68630,752.35,16747,20512,20909,7269,534.34,19597,146523,136097,72362.51,59499
2019,EU27_2020,(222) Piemonte,(1) Fieldcrops,(6) >= 500 000 EUR,2.88,207.22,39.42,423856,1.27,427469,2062.88,-9602,333749,133895,635.97,27107,37340,59982,7357,43.49,36909,285624,267237,92814.03,128116
2019,EU27_2020,(222) Piemonte,(2) Horticulture,(2) 8 000 - < 25 000 EUR,2,3.51,0,107036,1.56,107036,30494.59,0,68579,22206,6326.5,12770,888,1595,6953,-,7575,50359,35089,17544.5,966
2019,EU27_2020,(222) Piemonte,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1,0.79,0,27088,2.09,27088,34288.61,0,12968,5668,7174.68,4275,448,475,470,-,641,18161,13875,13875,0
2019,EU27_2020,(222) Piemonte,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1,4.29,0,29810,2.04,29810,6956.71,0,14616,9635,2248.54,4665,2907,278,1786,-,2379,16553,16219,16218.5,1025
2019,EU27_2020,(222) Piemonte,(2) Horticulture,(5) 100 000 - < 500 000 EUR,2.51,6.3,0,81440,1.2,81440,12920.1,0,67954,17724,2811.92,7229,2394,4602,3500,-,15295,35569,31932,12721.78,1148
2019,EU27_2020,(222) Piemonte,(2) Horticulture,(6) >= 500 000 EUR,7.19,16.58,0,481546,1.24,479987,28949.76,0,389484,148486,8955.73,72960,54665,15841,5020,-,26874,199972,188642,26236.72,2966
2019,EU27_2020,(222) Piemonte,(3) Wine,(2) 8 000 - < 25 000 EUR,1.01,2.43,0,21307,1.72,19376,7971.2,0,12368,3742,1455.44,125,936,1230,1247,-,1418,15469,13749,13658.49,461
2019,EU27_2020,(222) Piemonte,(3) Wine,(3) 25 000 - < 50 000 EUR,1.19,3.64,0,30666,2,24541,6751.38,0,15300,4572,913.96,265,663,1732,662,-,1750,23506,20910,17601.15,1438
2019,EU27_2020,(222) Piemonte,(3) Wine,(4) 50 000 - < 100 000 EUR,1.52,9.39,0,97722,2.56,97165,10349.11,0,38165,17132,1789.73,630,3933,5597,6643,-,3514,73791,70008,45916.14,7028
2019,EU27_2020,(222) Piemonte,(3) Wine,(5) 100 000 - < 500 000 EUR,4.12,22.44,0.71,281832,1.59,281668,12549.58,164,176729,81565,3629.88,1326,15048,21729,43367,132.54,10534,189457,178439,43352.88,17680
2019,EU27_2020,(222) Piemonte,(3) Wine,(6) >= 500 000 EUR,25.37,82.25,0,2988841,1.82,2988841,36339.58,0,1643023,528665,6427.73,10156,16820,61517,440172,-,56777,2063364,2018660,79570.85,102457
2019,EU27_2020,(222) Piemonte,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.82,3.65,0,17083,2.25,17008,4654.84,0,7589,1888,509.79,39,810,834,180,-,988,14272,11152,13613.15,1960
2019,EU27_2020,(222) Piemonte,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.01,8.36,0,61368,2.06,55961,6692.4,286,29753,12993,1241.67,146,4051,5213,972,-,2864,42072,38829,38264.05,6817
2019,EU27_2020,(222) Piemonte,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.7,14.62,0.32,109061,1.95,108149,7396.12,313,55806,30865,2089.82,1039,10696,14746,4077,774.72,7361,70941,66824,39391.69,11738
2019,EU27_2020,(222) Piemonte,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,3.26,19.2,1.07,217105,1.52,212047,11043.57,2722,142467,58790,2933.92,2662,5319,15587,32766,2196.87,11258,162233,146983,45122.57,35923
2019,EU27_2020,(222) Piemonte,(4) Other permanent crops,(6) >= 500 000 EUR,8.08,77.23,1.2,633017,1.25,633551,8203.43,-534,508304,209918,2707.15,4179,29553,55679,119664,703.75,26877,435816,407297,50420.66,129890
2019,EU27_2020,(222) Piemonte,(5) Milk,(3) 25 000 - < 50 000 EUR,1,2.54,26.61,28416,2.62,4710,1854.33,23706,10844,6440,824.8,0,1790,305,0,163.28,1003,21800,20645,20645.12,2261
2019,EU27_2020,(222) Piemonte,(5) Milk,(4) 50 000 - < 100 000 EUR,1,49.17,36.32,86196,1.46,17250,350.86,68946,59052,47423,116.14,0,5710,0,0,937.72,5723,45360,45145,45145.37,14781
2019,EU27_2020,(222) Piemonte,(5) Milk,(5) 100 000 - < 500 000 EUR,2.44,65.16,124.81,347695,1.44,57383,880.65,289542,242221,174285,286.2,4829,9712,1522,2586,1215.14,16429,169641,153837,63108.87,27132
2019,EU27_2020,(222) Piemonte,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.01,7.9,14.69,29493,1.34,6249,791.08,19768,21935,15813,119.4,41,705,32,166,685.54,1647,15023,12729,12544.1,4891
2019,EU27_2020,(222) Piemonte,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.33,24.79,17.57,40473,1.59,8881,358.24,28992,25461,14847,51.07,248,725,87,206,617.3,3445,29520,26882,20260.51,11149
2019,EU27_2020,(222) Piemonte,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.62,39.55,45.86,51796,1.17,13793,348.78,36458,44187,30800,65.38,470,1772,245,98,545.09,3582,31933,27717,17151.16,17255
2019,EU27_2020,(222) Piemonte,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.2,76.89,119.18,188894,1.28,41716,542.53,132734,147430,97119,144.62,2631,6386,1183,919,692.09,10702,105003,90752,41197.07,35684
2019,EU27_2020,(222) Piemonte,(6) Other grazing livestock,(6) >= 500 000 EUR,5.63,399.66,651.73,1238244,1.58,320475,803.05,832542,786010,414057,247.85,29176,63396,6013,473,482.76,63934,883593,847584,150417.2,245375
2019,EU27_2020,(222) Piemonte,(7) Granivores,(2) 8 000 - < 25 000 EUR,1,2.77,5.12,17449,1.16,4139,1494.22,13310,14995,7116,574.37,706,633,253,0,1080.03,1879,5494,2675,2674.5,291
2019,EU27_2020,(222) Piemonte,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.45,6.1,23.4,149542,1.36,11793,1933.28,117017,109677,84021,719.75,956,834,2567,35,2804.79,9163,48293,47535,32896.17,1172
2019,EU27_2020,(222) Piemonte,(7) Granivores,(5) 100 000 - < 500 000 EUR,2.33,13.04,105.52,312797,2.25,19660,1507.51,207388,138959,106631,546.9,2732,3515,885,0,893.05,7636,185974,177401,76029.21,3899
2019,EU27_2020,(222) Piemonte,(7) Granivores,(6) >= 500 000 EUR,2.95,48.71,551.17,697598,1.33,77989,1601.1,573398,523387,427055,671.89,7713,14254,7330,3430,715.44,30870,237501,210801,71468.77,19398
2019,EU27_2020,(222) Piemonte,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.84,5,2.72,19834,1.5,10085,2016.26,8272,13240,6980,463.75,306,779,234,1001,1406.11,980,11024,9056,10760.17,1507
2019,EU27_2020,(222) Piemonte,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.11,11.15,12,30156,0.86,13245,1187.85,16542,35106,22291,325.78,1071,1895,467,200,1554.49,2628,8721,3112,2797.02,6244
2019,EU27_2020,(222) Piemonte,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.27,20.21,15.51,64682,1.7,24634,1218.91,34734,38108,21904,354.81,1931,3404,1361,474,869.89,3673,42731,39305,31006.31,9453
